,comment,star,date,,상품 링크
478,포니 기본티는 어떤 하의랑 입어도 잘 어울리고 진짜 기본템이라서 질리지도 않아요 하나쯤은 꼭 있어야 하는 디자인이에요 소재가 쫀쫀하고 목 부분도 탄력 있어서 늘어지지 않을 거 같아요 오래 입을 수 있을 듯 면이 정말 좋아요ㅋㅋ,5,21.08.01.,,
479,"편하고 착용감 좋아요
무엇보다 폴로 반팔 디자인 넘 깔끔하고 이쁨^^
유행안타고 오래 잘 입겠네요!",5,21.08.13.,,
480,"기본면티지만 스타일리쉬하게 입을수 있는 기본아이템으로 한두개쯤은 깔별로 소장해야해요 !! 
착용시 핏감이 너무 이쁘고 편안해서 단독으로 입어도 이쁘고 |커플로 입으면 더 이쁜 티인듯해용 남편것도 하나더 사서 가족사진 찍을때 입을까봐영",5,21.08.01.,,
481,사이즈도 정상이즈에요 ㅎㅎ 매장에서 사는거랑 정말 똑같은거 같아요 면도 너무 좋아아서 세탁하면서 오래 입어도 늘어남이 없을꺼 같네요,5,21.08.11.,,
482,역시 이런 기본티는 폴로가 최고인듯요~ 원단도 좋고 입어보면 핏이 달라요~ 좀 더 슬림해보이는 핏이라 넘 맘에 들어요~ 화이트컬러 깔끔한게 넘 예쁘네요~,5,21.07.29.,,
483,블랙에 레드포니는 스테디죠. 예전에 입던거 낡아서 새로 샀는데 백화점에서 샀던거랑 재질이 같네여. 저렴하게 잘샀어여^^,5,21.08.12.,,
484,쏘 깔끔~ 여름에 딱 입기 좋으면서 유행도 안 타는 디자인 살 많이 쪄서 Xl 주문했더니 몸에 달라붙지도 않고 딱 좋네요 잘 입을게요~ 배송 빠르게 왔고 포장도 잘 되서 도착 했어요 소재 부드럽고 좋아요 ㅎㅎ,5,21.07.31.,,
485,"배송도 빠르고 흰색으로 주문했는데 역시네요!
흰색티에 청바지 입어주니 진짜 넘 이뻐요
디자인도 깔끔하면서 원단까지 좋아요",5,21.08.02.,,
486,"폴로반팔티 커플티로 입으려고 구매해서 
너무 이쁘게 잘 입고있네요 
역시 폴로네요 깔끔하고 이쁩니다ㅎㅎ",5,21.08.13.,,
487,"티 하나만 입어도 슬림하고 테가 나서 예뻐요
반팔티 입을게 없어서 산건데 잘산거 같아요
그냥 로고 하나 있어서 그런지 단정한 느낌이 나서 회사에도 입고 갈 수 있을듯요! 
다른색상도 더 사서 돌아가며 입어야겠어요",5,21.07.30.,,
488,"사이즈는 정사이즈인것 같아요
네이비색상에 포니가 포인트로 되어있어 깔끔합니다..
가격 저렴하게 구매 잘했고 기본티라 어디에나 잘어울리는점이 장점이져",5,21.08.05.,,
489,"평상시 100입은데 XL사이즈로 주문하니 딱 맞네요
역시 소재도 좋고 눈으로 보기에도 마감처리까지 완벽ㅎㅎ
데일리로 입기도 좋고 기본템이라 매치하기도 좋고 다른색상 더 구매해야겠어요",5,21.08.02.,,
490,"역시 폴로!! 너무 이뻐요 입었을때 핏 느낌이 너무 이쁘고
재질도 너무 좋고 근데 너무 싸게 산듯
개 득템!! 존좋!! 몸매 정말 이뻐보임!!",5,21.08.01.,,
491,"기본핏이에요~ 깔끔하고 좋습니다 면도 탄탄하구요
그냥 청바지에 입어도 이뻐요",5,21.08.18.,,
492,남자친구 선물로 샀어요. 다른 컬러로 가지고 있는데 맞게 잘 왔네요. 다음에도 주문할게요.,5,21.08.13.,,
493,173/73 남 딱ㅁㅏㅈ네요,5,21.09.14.,,
494,"원단도 되게 부드럽고 좋구요.
더운 여름날에 입기 딱 좋은거 같아요.
핏도 되게 이쁘구 무엇보다 너무 얇지 않아서 속이 비치는게 없어서 좋더라구요 ㅎㅎ",5,21.08.03.,,
495,백화점퀄리티급 티 이쁘네요! 데일리로 가볍게 입기 좋고 기본티로 여기저기 받쳐입기도 좋습니다 커플로 맞춰서 입었는데 잘산거같아요 배송빠르고 옷재질이나 마감도 깔끔합니다,5,21.08.03.,,
496,"핏 예쁘게 잘나오는거같아요
무난하게 자주입기 좋은 디자인 ㅎㅎ
신랑이랑 커플티하게 더 주문해야겠네용",5,21.08.14.,,
497,"원단이 톡톡하고 질이 좋아요.
기장도 길지 않고 알맞아 마음에 들어요.
심플하고 무난한 기본티라 활용성이 좋은 티셔츠예요.
로고도 멋스럽고 유행타지 않아 데일리로 즐겨 입고 있어요~",5,21.08.02.,,
498,"베이직한 디자인을 선호합니다.
유행 타지 않고 오래 입을 수 있고, 이러나저러나 제일 예쁜 것 같아요.
회사 사복 데이에 청바지나 면바지에 입고 나가면 깔끔하게 차려입은 느낌이 나서 좋습니다.",5,21.07.31.,,
499,폴로 넘 좋아해요 ㅎㅎ 정사이즈에 핏도 딱 알맞고 커플룩으로 손색없네요,5,21.08.13.,,
500,"아울렛보다 저렴하게 잘샀어요 ㅎㅎ
여름철이라 자주 빨아서 기본티는 매년 구매하는것 같아요 ㅎㅎ 
문제없이 제품 상태 아주 좋아요!! ㅎㅎ",5,21.08.04.,,
501,"완전 예쁜 티셔츠예요 ~
검정 슬랙스 입어도 좋고 폴로 로고가 완전 예쁨 폭팔 !
저에게 쏙 잘 맞네요 ㅎㅎ 뿌듯",5,21.08.11.,,
502,미듐 사이즈 55입으시면 적당하게 잘 맞아요 !! 면이 얇아서 시원해여 !,5,21.08.16.,,
503,"디자인이 깔끔하고   원단이 좋아서 맘에들어요 
착용감도 좋고  핏감이 이뻐서  자주입을수있을수 잇을것같아요  배송도 너무잘해주셔서   강추",5,21.07.28.,,
504,"여름에는 이렇게 편하고 깔끔한 느낌의 티가 좋더라구요
폴로 제품이라서 그런지 질이 짱짱해서 마음에 들어요
바지 어떤걸 입어도 잘 어울려요:)",5,21.08.04.,,
505,"폴로티 매니아인데 살펴보니 목부분 박음질이 견고 하고 소재가 촘촘하고 매끄러운게 딱 보기에도 정품이 맞네요^^
베이직한 티는 늘 갖춰 놓는편이라 몇개더 쟁여놔야 겠어요",5,21.07.31.,,
506,"너무 타이트하지도 않고 입었을 때 핏도 잘 떨어져서 좋네요
주문할 때 블랙도 같이 더 주문할 껄 후회되네요^^;; 디자인, 소재, 길이감, 사이즈 모두 완벽합니다 굿굿",5,21.08.02.,,
507,"편해요. 진짜
데일리로 입기에 부담 없어요
빅포니도 하나 구매해야 겟어요",5,21.08.13.,,
508,"티셔츠 빠르게 배송 잘받았어요~
원단이 너무 얇지 않아서 입었을때 핏감이 무척 이쁘네요
폴로로고 포인트가 깔끔하니 단정하고 이뻐요 굳!",5,21.07.29.,,
509,"배송빠르게 잘 받았어요 
사이즈도 잘 맞고 핏이 너무 이뻐요 ㅎㅎ
화이트로 하나 더 살려구요 ㅎㅎ",5,21.08.07.,,
510,"핏감이 진짜 이뻐요
입었을때 느낌도 너무 좋고.
특히 옷입고 옆으로 돌때 허리라인이 진짜 이쁘께 빠져요
이 옷입고 사진찍을때는 꼭 옆으로. 전신샷 강추!",5,21.08.02.,,
511,"휴가때 입으려고 커플룩으로 주문했는데 
재질도 좋고 마감도 깔끔합니다. 퀄리티 좋음!!
티에 청바지만 입어도 이쁘고, 신축성이 좋아서 편하게 입고 있어요",5,21.07.27.,,
512,사이드도 적당하고  착용감 넘넘  좋네요.  소재도 좋고 청바지에 입으니  세상 잘어울리네요.  폴로티인데   저렴하게  살수 있어서  좋았어요,5,21.07.27.,,
513,"착한 가격에 마음에드는 티셔츠를 
구입했어요. 핏도 예쁘고 깔끔해서 좋네요.
기본 스타일이라 어디든 잘 어울려서 코디하기좋아요.",5,21.07.29.,,
514,옷감이 너무 좋아요!,5,21.08.26.,,
515,"넘 예쁘고 좋아요
백화점이랑 품질은 같으면서 가격은 저렴하네요
배송도 빠르게 잘 오고 더 싸게 잘 산것같아 넘 만족스러워요!!",5,21.08.04.,,
516,재질도 짱짱하고 비침이 없어서  편하게  잘입고 있어요 팔길이도 적당하고  기장도 적당해요  청바지위에 입으니  깔끔하고  잘어울리고 발랄해보이네요. 여름내내 너무 잘입을거 같아요.,5,21.07.28.,,
517,"사이즈도 딱이거 역시 폴로는,, 할말하않^^
어디에 입어도 어케 코디가 찰떡인지 신기할따름
슬렉스 청바지 반바지 그냥 다 잘 어울려서 반 교복처럼 매일 입고다니는중ㅋㅋㅋ",5,21.07.30.,,
518,"디자인이 심플해서 유행 안타고  착용감도 편하고 좋아요.
폴로인데두  이리  저렴하게 살수 있다니  흐뭇하네요
사이즈도 적당하고  여름에 입기 딱 좋아요",5,21.07.27.,,
519,부드럽고 땀도 안차서 쾌적하게 입고다니기 정말 좋습니다. 마감도 잘되있어서 부풀도 안생기고 스판도 좋아서 꽉 끼지 않네요,5,21.08.08.,,
520,"깔끔한게 정말 예뻐요
특히 청바지 잘 어울리더라구요
착용감도 좋고 만족합니다
남자친구랑 커플로 입으면 정말 예쁠듯싶어요",5,21.08.01.,,
521,"깔끔하게 청 반바지에 받쳐 입으려고 샀는데 완전 마음에 쏙 들어요~~~♡
사이즈 때문에 고민했었는데 다행히 잘 맞고요.
다른 색상 추가 구매를 진지하게 생각 중입니다 :)",5,21.07.31.,,
522,"착용감 좋고, 심플한 디자인이라 만족이에요. 
핏도 예쁘고 사이즈 잘 맞네요 ^^ 
저렴하게 잘 샀어요 빠른배송 감사리요 ㅋㅋ",5,21.07.27.,,
523,"빠른배송 감사합니다 : ) 
유행안타면서 오래입기 좋은건 폴로티만한게 없는거 같아용
심플이즈 베스트 ㅋㅋ 예쁘네요 잘 입을게요",5,21.07.30.,,
524,"데일리로 입을 티로 딱이네요.
목둘레가 쫀쫀하게 나와서 여름옷 자주 빨아도
늘어남이 없을 것 같구요~
핏도 넘 이쁘게 떨어지네요ㅋ 
가격도 착하고 잘 산것 같아요",5,21.07.27.,,
525,적당한 핏에  깔끔한 디자인이라   편하게 입기  아주좋아요  재질은 따져볼것도 없이 너무 좋네요. 백화점보다  저렴하게 살수 있어서 뿌듯~~,5,21.07.28.,,
526,옷 이쁘고 사이즈 좋습니다,5,21.08.22.,,
527,옷 이쁘고 사이즈 좋습니다,5,21.08.22.,,
528,"원하는 시간에 딱 배송되서 좋아요 ^^ 
청바지에 잘울리고 
재질도 좋은거 같아용",5,21.08.04.,,
529,"배송 빠른거 좋아하는데 배송시간이 잘 지켜져서 좋아요 ㅎㅎ

예전에 여기서 셔츠도 구매해봤는데 만족스러워서 티셔츠도 구매했습니다.

보이즈 제품이라 사이즈가 일반 셔츠보다 작아서 크게 주문하는게 좋을거같아요 ㅎㅎ XL사이즈가 핏도 좋고 딱 적당하네요.",5,21.07.24.,,
530,"정품확실한거같아요 ㅎㅎ
어디든 받쳐입기 좋고 깔끔해서 이뻐요
사이즈도 잘 맞고 좋은가격에 잘 산거 같네요",5,21.08.04.,,
531,"깔끔하고 예뻐요.
핏도 깔끔하게 딱 떨어지고
기본티로 아주 좋습니다
흰색은 감당이 안될까봐 블랙으로 선택했는데 잘 고른듯요 ㅋ",5,21.07.31.,,
532,일부로 오버핏으로 입을려고 사이즈 큰걸로 주문했어요 사이즈도 적당하게 오버핏이고 너무 이쁘네요 일부로 흰색으로 주문했는데 여리여리해 보이고 질도 괜찮고 정말 마음에 들어요,5,21.07.26.,,
533,편해서 요즘 매일 이것만 입고 다녀요.    재질도 짱짱하고 비침 없어서 속옷도 신경도 안써도 되고 좋드라구요.  착한 가격에 살수 있어서 뿌듯했네요,5,21.07.30.,,
534,"한사이즈 업했더니 편하게 잘 맞아요
기본 디자인이라 어떤 옷에 매치해도 잘 어울리고요
검정으로 하나 더 사려고 재방문 했습니다.

이번에도 빠르게 보내주세요^^",5,21.07.27.,,
535,배송빠르게 왔어요 사이즈도 딱 맞아요,5,21.08.08.,,
536,남편 입으라고 사줬어요. 폴로인데 가격도 괜찮고 뭐 제품 상태야 두말할 것도 없죠. 천부터 보세랑 확연히 다른게 느껴져요. 남편도 옷 이쁘다고 좋아하더라구요.,5,21.07.27.,,
537,"기본 티로 받쳐 입기에도, 단독으로 입기에도 좋더라고요.
뒤틀림 없는 면이라서 오래 입어도 좋을 것 같아요.
저렴하게 득템했네요~",5,21.07.31.,,
538,"유행타지않게 심플해서 아주 좋아요 ㅎㅎ
마감도 깔끔하고 역시 폴로티입니다~
흰색으로 한장 더 구매해야겠어요",5,21.08.01.,,
539,"착용감 편하고 재질도 괜찮아요
가격도 이정도면 괜찮고 배송도 빨랐습니다
감사합니당 잘 입을께영",5,21.07.29.,,
540,기본티 좋아하는 남편 주려고 샀어요 확실히 백화점라인이라 그런가 면이 좋네요!! 핏도 적당하고 남편이 마음에 들어하네요!!,5,21.08.02.,,
541,청바지에 입던 어디에 입던 깔끔하게 잘 어울려서 좋아요 몸매 라인 타고 흐르는 듯한 깔끔한 디자인도 넘 좋고 질리지 않고 오래 오래 입을 수 있는 디자인인 것도 좋아요~ㅋㅋ,5,21.07.31.,,
542,"사이즈도 잘 맞고 로고도 넘 이뻐요
슬림핏이라 날씬해 보여서 좋아요 
역시 화이트가 진리♡",5,21.07.31.,,
543,"여자친구랑 같이 커플티로 입으려고 주문했는데 둘다 사이즈 잘 맞고 핏도 좋아요!
맘에 쏙 듭니다 ㅎㅎ",5,21.07.28.,,
544,너무 예쁘네요 많이 파세요!,5,21.08.19.,,
545,"길이감도 완전 딱이구 재질도 좋음!! 
매장보다 저렴하게 사서 기분 좋게 입고 있구요 
커플룩으로 강추합니당~!!",5,21.07.27.,,
546,"세련되고 깔끔한 기본 티셔츠라 코디하기도
쉽고 착용감도 부드럽고 편안하네요.
핏도 좋아서 마음에들어요.",5,21.07.30.,,
547,"이번에 휴가가서 커플티로 입으려고 구매했어요
심플하면서도 포니로고가 깔끔하게 잘어울리네요
잘입겠습니당",5,21.08.03.,,
548,"역시 깔끔하면서 베이직한건 요거 짱인거같아요
핏도 넘 예쁘고 목선이나 아랫단 마감처리도
튼튼해서 늘어짐이나 말림현상도 안생기네요",5,21.07.30.,,
549,"깔끔하게 잘 포장되어서 왔어요. 44입는 마른 체형이지만 넉넉하게 입는 걸 좋아해서 L 사이즈로 샀고, 오버핏으로 잘 맞아요.",5,21.08.04.,,
550,"편하게 입을 옷 찾다가 구입했어요
그냥 티셔츠 하나만 입어도 옷 테가 나서 만족이예요
다음에 다른 색으로 더 사보려 합니다~!",5,21.07.30.,,
551,"디자인이 깔끔하게 나와서 어디에 받쳐 입어도 
이쁘네요~남녀 공용이라 사이즈도 널널하고 
옷질이 좋아서 올 여름 편하게 입겠어요.
남편것도 주문 해야겠네여",5,21.07.27.,,
552,"넘 편해용
어찌 계절마다 입을옷이 없는건지 ㅋㅋ
여기저기서 옷 구매중인데 이게 젤 맘에 드네용~
남친이랑 커플티로 입어도 넘 이쁠듯!",5,21.07.29.,,
553,"깔끔하고 사이즈 딱 좋습니다
구매한뒤로 요즘 자주 입는 옷중에 하나에요~
다른 컬러로 더 쟁일까봐요
무난해서 어디든 잘 어울리네요",5,21.07.29.,,
554,"촉감이 너무 맘에들어요~
남펴니랑 커플룩으로 샀는데 청바지에, 면바지에도  잘어울리고 
깔끔하네요!",5,21.07.28.,,
555,"깔끔합니다
백화점이 멀어 인터넷으로 주문했는데
가격도 훨 저렴하고 좋네요
다른 색상도 추가로 구입할 예정입니다",5,21.07.28.,,
556,"남편 사줬는데 엄청 맘에 들어하네요 
재질도 좋고 핏도 예뻐요. 
깔별로 쟁이려고요!",5,21.07.26.,,
557,"입었을 때 핏이 이쁘게 떨어져서 자주 손이 가요
화이트라서 깔끔한 느낌이 나서 아내도 하나 사주려합니다
같이 입으면 커플느낌나도 좋을 것 같아요",5,21.07.30.,,
558,"집에서 편하게 입기 좋은 티셔츠!!!
알아보고 주문을 했는데 진짜 편하고 시원하고 그래서 너무 좋네요",5,21.08.03.,,
559,"커플룩으로 구입했는데 색상, 재질 다 좋아요!
핏도 잘 맞고 기본티라 어디든 어울려서 잘 입고 있어요!",5,21.07.29.,,
560,"꺅 >.< 화면보다 실물이 더 예뽀욤 'ㅁ' 
청바지에 입으니 편하구, 잘 어울리네요
커플템으로 입기에도 딱입니당 마음에 들어욤 *.*",5,21.07.27.,,
561,"기본 반팔티가 필요해서 주문했는데
사이즈도 잘 맞고 핏 이쁩니다
무난한 디자인이라 여기저기 받쳐 입기
딱입니다",5,21.07.28.,,
562,"깔끔한 반팔티 찾다가 구입했는데
역시 폴로티~ 소재 짱짱하고 원단 너무 좋네요
입었을때 핏도 이쁘구요
여름에 잘 입어질듯 합니다",5,21.07.25.,,
563,"디자인이 군더더기없이 깔끔하고 좋네요 
사이즈도 아주 딱이예요~ 
백화점에서 봤던거보다 훨씬 저렴한 가격에 잘산거 같아서 
넘 뿌듯 합니다 ㅎㅎ",5,21.07.26.,,
564,잘받았습니다.잘사용할게요,5,21.08.14.,,
565,"폴로는 진짜 꾸준한 인기 템인듯여
커플룩으로 구매한건데 남친이랑 여행 갈 때부터 돌아오는 날까지 즐겨 입엇네요 ㅎ",5,21.08.01.,,
566,"마감처리 깔끔하고 사이즈도 잘 맞네요
재질도 부드러워요
빠른 배송 감사합니다 잘 입을께요",5,21.07.24.,,
567,"잘 받았습니다
폴로 반팔티 저렴한 가격에 아주 잘 삿네요
몇 장 더 주문할려구요 ^^",5,21.07.27.,,
568,"여름엔 역시 티셔츠가 최고입니다. 
더워서 딱 달라붙는게 싫어서 한치수 큰걸 주문햇거든요
아주 좋아요 ㅎㅎ",5,21.07.28.,,
569,좋아요 마니파세욯ㅎㅎ,4,21.08.12.,,
570,"화면이랑 똑같아영 ㅡㅎㅎ 
혹시나 사이즈 안맞으면 어쩌나 살짝쿵 걱정했는데 잘맞네영 ㅡㅎㅎ 
신랑도 하나 사달라그래서 또 주문하려구영 ㅡㅎ
재질 부드럽고, 핏도 예뻐욧!",5,21.07.27.,,
571,"디자인도 로고도 깔끔하니 좋아요
안그래도 여름에 입을 반팔이 필요했는데
재질 사이즈 모두 다 좋네요
핏도 좋아요 ㅎㅎ",5,21.07.25.,,
572,"한치수 크게 살걸 후회중입니다 ㅠㅠ
그래도 시원할거같고 이쁘네여~",5,21.07.29.,,
573,"재질도 넘 좋고 어디에나 매치해도 잘어울려서 넘 만족해용~
다른색으로 하나 더 사려구요~",5,21.07.28.,,
574,"예상햇떤 느낌이에요. 심플하니 예뻐요!
배송도 빠른편입니다~",5,21.07.26.,,
575,괜찮네여 나쁘지 않아요 굿,5,21.08.05.,,
576,사이즈 너무 잘 맞아서 잘 입고 있어요!!!,5,21.08.05.,,
577,"사이즈도 좋고, 핏도 예쁘네요
딱 기대했던 느낌이라 만족스러워요 !",5,21.07.27.,,
578,"백화점 상품이라 확실히 재질도 좋고 핏도 좋아요
넘 맘에 들어요~",5,21.07.29.,,
579,기대했던대로에여 예뻐요,5,21.08.05.,,
580,깔끔합니다.맘에 들어요,5,21.08.05.,,
581,질감도 좋고 화면 그대로네요 예쁩니다,5,21.07.29.,,
582,너무 좋네용{]__>]<[<[[,5,21.08.11.,,
583,편할거같네여..올 여름엔 걱정 끝..,4,21.07.29.,,
584,이뻐요 정품이구  가격도 괜찮네요~,5,21.07.23.,,
585,이뻐요 정품이구  가격도 괜찮네요~,5,21.07.23.,,
586,이뻐요 정품이구  가격도 괜찮네요~,5,21.07.23.,,
587,이뻐요 정품이구  가격도 괜찮네요~,5,21.07.23.,,
588,부드럽고 아주 편해요~~!! 길이도 적당,5,21.07.06.,,
589,잘 입겠습니다~~~,4,21.07.29.,,
590,면도좋고 사이즈도 좋은데 빨리 늘어날것같은 느낌이들어 아쉬워용,5,21.07.08.,,
591,"제가 생각한 것보다 큰 느낌이었어요.
바지 안에 넣어입으면 이쁘지만 꺼내입기엔 길이가 긴감이 있어서 이쁘진 않은 거 같아요 ㅠㅠ

딱 맞게 입고 싶었는데 아쉬워요ㅠ

그래도 안에 넣어 입으면 나름 괜찮습니다!",3,21.06.04.,,
592,예쁜데 목이 좀 잘 늘어나요! 외국 갔을 때 직접 샀던 건 이렇게 안 늘어나던데 ㅠㅡㅠ,5,21.07.09.,,
593,목부분이 그렇게 늘어나지 않아서 좋았어요,4,21.07.10.,,
594,Xl사이즈 제품에서 빨간색 얼룩 같은게 많이 묻어 나왔어요. 놀러 가서 입을거라고 며칠 째 포장을 안 뜯다가 가서 뜯었는데 이런식으로 많이 묻어 있었네요 어쩔 수 없이 입긴 했지만 아쉬웠습니다.,1,21.05.09.,,
595,"다 좋은데 먼지가 엄청 많이 납니다
건조기 돌렸는데 한뭉탱이
돌리고나서도 마스크에 먼지가 계속달라붙어서 검어져요",4,21.07.01.,,
596,"데일로 좋아요
배송도 빠르고요",4,21.07.08.,,
597,진짜 편하게 아직까지도 잘 입고 다니는 중,5,21.07.10.,,
598,원단도 쫀쫀하고 핏예뻐요. 가격도 만족입니다,4,21.07.06.,,
599,"딱좋아요. 
보이즈사이즈 좋습니다.",5,21.06.06.,,
600,아주좋아요~~~~~,5,21.07.04.,,
601,배송도 빠르고 체고!!,5,21.06.29.,,
602,배송도 빠르고 체고!!,5,21.06.29.,,
603,휘뚜루마뚜루 입을 수 있는 기본템! 기본이지만 없으면 안되는 필수템!,5,21.06.16.,,
604,"얇아요, 세탁하니 약간 줄어서 전 더 좋아여 ㅋ",4,21.05.30.,,
605,완전 기본템! 맨날 입어서 벌써 꼬깃꼬깃ㅋㅋㅋ저는 평소 슬림한 핏의 옷을 선호해서 그런지 작다곤 못느꼈고 딱! 여성스러운 정도에요. 사이즈 고민 많이 했었는데 완전 만족해요~,5,21.05.09.,,
606,조아요! 재구매의사있습니다,5,21.05.24.,,
607,아딕안입어밧움요 갠춘겟죠머,5,21.06.02.,,
608,생각한 핏 그대로입니다. 아주 만족스러워요! 168입니다.,5,21.05.24.,,
609,깔끔해요 자주 입을 것 같아요!,5,21.06.04.,,
610,사이즈가 생각보다 너무 작은듯 ㅠ 한사이즈 크게 주문 해야 합니다,4,21.06.04.,,
611,핏도 좋고 만족 스럽습니다!!,4,21.06.15.,,
612,안늘어나고 좋앗어요 만족해요 ㅎㅎㅎ굿,5,21.06.16.,,
