,comment,star,date,,상품 링크
613,배송 빠르고 제품 좋아요 👍,5,21.06.12.,,
614,딸이 사달래서 주문했는데 맘에든다네요,5,21.05.21.,,
615,폴로 반팔 최고네요 ㅇㅇ,5,21.05.30.,,
616,"사이즈도 좋고 재질도 너무 좋아요
기장은 생각보다 좀 짧아요",5,21.05.03.,,
617,옷과 로고 색이 참 예뻐요~~ xl라서 그런지 확실히 크네용,5,21.05.05.,,
618,좋아요 화이트랑 네이비  구매했는댕 좋아요,5,21.05.27.,,
619,질좋고 사이즈도 생각했던대로네요,5,21.05.12.,,
620,"아직 입진 않았지만 보기만 해도 편한 라지사이즈!!!
배송 빠르고 좋아요 :)",5,21.05.08.,,
621,구냥 저냥 입니다.,4,21.06.09.,,
622,아주 이쁘고 맘에 들어요!,5,21.05.15.,,
623,"좀 타이트한핏을 원하는데 팔길이가 짧은건 싫어서 보이즈로 구입했어요
보이즈는 처음 사봐서 m이랑 l이랑 엄청 고민했는데 큰것보단 작은게 나아서 m으로 결정
막 그렇게 타이트하지도 않아서 좋네요
가슴쪽은 딱 타이트하고 허리쪽은 낭낭해요
길이가 쫌 짧긴한데 어차피 바지안에 넣어입을거라 노상관
전체적으로 핏한듯 아닌듯해서 맘에듭니다
목은 금방 늘어날 것 같아서 늘어나면 또 재주문하러올게요",5,21.04.02.,,
624,딸이 엄청 좋아해요,3,21.06.03.,,
625,아직 안입어봤지만 예뻐요,5,21.05.12.,,
626,이뻐요 ! 커플티로 강추여,5,21.05.27.,,
627,좋아요!!여름에 잘입겠습니다,5,21.05.27.,,
628,아주좋아요 자주애용할께요,4,21.05.28.,,
629,158 47 어깨선 딱맞고 예뻐요!!,5,21.06.01.,,
630,좋아요 생각했던거 보다 원단 조쿠여 가격도 조쿠여,5,21.05.25.,,
631,L사이즈라도 오버핏으로 입는 분한테는 딱 맞게 느껴질수도있을것 같아요! 저는 처음에 M 구매했다가 사이즈 교환했는데 L사이즈가 더 괜찮더라구용!,5,21.04.24.,,
632,신랑이 100사이즈 입어서 xl샀는데 좀 작더라구요 ㅠ 어깨좀 있으신 남자분들은 작을듯..ㅠ,5,21.04.30.,,
633,사이즈도 맞고 착용감도 좋아요,5,21.05.10.,,
634,좋은 가격에 잘샀어요,5,21.05.30.,,
635,좋아요 ㅋㅋㅋ 다른색도 구매하려고요,5,21.05.26.,,
636,커플티로 입을라고 샀는데 너무 이뻐요 !!,5,21.05.27.,,
637,정사이즈에 핏도 예쁘고 완전 맘에 들어요,5,21.05.24.,,
638,재질이 보들보들하니 고급지네요,5,21.05.07.,,
639,"너무 마음에 들어요
소재도 탄탄하고
배송도 빨라요",5,21.05.06.,,
640,귀여워요 소품으로 최고,5,21.05.21.,,
641,딸내미가 사달라고 해서 사줬는데 마음에 든다고 하네요 엄마 눈에는 그것이 그것같은데 ~~,4,21.05.13.,,
642,"너무 좋아요! 
기대했던 딱 그 옷이에요",5,21.05.16.,,
643,"라지사이즈 166cm
살짝 넉넉합니다 ㅎㅎ",5,21.05.10.,,
644,생각보다 자수가 낮은지 얇고 쫀쫀하지 않습니다,4,21.05.22.,,
645,사이즈가 조금 작아서 아쉬워요 ㅜㅜ,4,21.05.06.,,
646,예쁘고 편해요~!!,4,21.05.26.,,
647,평소 55사이즈 입는데 이 옷 라지사이즈 입으니 딱 좋아요,5,21.05.18.,,
648,사이즈는 딱좋아요 다른색도 사려구오!,5,21.04.26.,,
649,이쁘다이뻐!생각했던것보다더이뻐요!완전만족!ㅋ대만족!,5,21.05.08.,,
650,"163/55
그냥 딱 맞아요
세상 초딩 어깨를 가지고 있는 저에게 어깨가 딱 맞네요!",5,21.05.17.,,
651,적당히 편하고 좋아요! 친구 선물로 줬어요~,5,21.04.26.,,
652,남자친구랑 아주 잘 입고 있습니다~ 사이즈도 딱이예요!,5,21.05.15.,,
653,남자친구랑 아주 잘 입고 있습니다~ 사이즈도 딱이예요!,5,21.05.15.,,
654,55사이즈 입는데 M사이즈 슬림하게 맞아요. 보이즈라 넥라인이 조금 갑갑하게 느껴지기는 해요. 붙게 입고 싶은 분들은 M사이즈 괜찮을 것 같아요!,5,21.04.16.,,
655,짱짱하고 좋은것 같아,5,21.05.26.,,
656,폴로 기본 반팔티 좋은거 다들 아시잖아요~ 배송 빨랐어요 만족합니다,5,21.05.08.,,
657,부드럽고 착용감 편하고 좋아요 ~,5,21.04.23.,,
658,좋아요~~~~ 괜찮습니다,4,21.05.04.,,
659,161이고 어깨안넓은 보통55인데  한치수큰거 삿어도 됐을거같은데 그냥 입으려구여ㅎ 재질이랑은 좋아요,5,21.04.15.,,
660,부드럽고 착용감 좋아요~,5,21.04.23.,,
661,딸내미가 사달라고 해서 사줬는데 마음에 든다고 하네요 엄마 눈에는 그것이 그것같은데 ~~,4,21.05.13.,,
662,"너무 좋아요! 
기대했던 딱 그 옷이에요",5,21.05.16.,,
663,"라지사이즈 166cm
살짝 넉넉합니다 ㅎㅎ",5,21.05.10.,,
664,생각보다 자수가 낮은지 얇고 쫀쫀하지 않습니다,4,21.05.22.,,
665,사이즈가 조금 작아서 아쉬워요 ㅜㅜ,4,21.05.06.,,
666,예쁘고 편해요~!!,4,21.05.26.,,
667,평소 55사이즈 입는데 이 옷 라지사이즈 입으니 딱 좋아요,5,21.05.18.,,
668,사이즈는 딱좋아요 다른색도 사려구오!,5,21.04.26.,,
669,이쁘다이뻐!생각했던것보다더이뻐요!완전만족!ㅋ대만족!,5,21.05.08.,,
670,"163/55
그냥 딱 맞아요
세상 초딩 어깨를 가지고 있는 저에게 어깨가 딱 맞네요!",5,21.05.17.,,
671,적당히 편하고 좋아요! 친구 선물로 줬어요~,5,21.04.26.,,
672,남자친구랑 아주 잘 입고 있습니다~ 사이즈도 딱이예요!,5,21.05.15.,,
673,남자친구랑 아주 잘 입고 있습니다~ 사이즈도 딱이예요!,5,21.05.15.,,
674,55사이즈 입는데 M사이즈 슬림하게 맞아요. 보이즈라 넥라인이 조금 갑갑하게 느껴지기는 해요. 붙게 입고 싶은 분들은 M사이즈 괜찮을 것 같아요!,5,21.04.16.,,
675,짱짱하고 좋은것 같아,5,21.05.26.,,
676,폴로 기본 반팔티 좋은거 다들 아시잖아요~ 배송 빨랐어요 만족합니다,5,21.05.08.,,
677,부드럽고 착용감 편하고 좋아요 ~,5,21.04.23.,,
678,좋아요~~~~ 괜찮습니다,4,21.05.04.,,
679,161이고 어깨안넓은 보통55인데  한치수큰거 삿어도 됐을거같은데 그냥 입으려구여ㅎ 재질이랑은 좋아요,5,21.04.15.,,
680,부드럽고 착용감 좋아요~,5,21.04.23.,,
681,솔직히 그냥 저냥 입니다.,4,21.05.23.,,
682,몇번째구매이지만박스가안은건처음인거같아요 옷은이뻐 잘입으께ㅣ요,5,21.05.08.,,
683,ㅋ왜이리 이쁜거에요?깔끔해보이고진짜이뻐요!잘산것같아요!,5,21.05.08.,,
684,"재질도 좋고 저렴한 가격에 구매해서 좋은데 종이백 비용 받길래 폴로 종이백인줄 알았더니 언더독 종이백...;;;; 백화점 정품이래서 폴로 종이백 줄 주 알았는데 아니네요.. 
그냥 종이백 말고 박스로만 해서 선물 줘야할듯..",4,21.04.02.,,
685,질이 좋아요 ㅎ 여름에 이쁘게 입어야겟어요 ㅎ 저렴해요 ㅎ,4,21.04.20.,,
686,배송 최고 빨라요 ㅋㅋ,5,21.05.21.,,
687,뚱뚱 66도 예쁘게 잘 맞아요. 살 이리저리 튀어나보이지 않는 사이즈? 좋습니다 ㅎ,5,21.04.14.,,
688,빠른배송 좋아요!!,5,21.05.18.,,
689,평소에 55사이즈 입고 딱 맞게 입으려고 m샀는데 좋아용 넉넉하게 입으려면 L도 좋을거 같아요,5,21.05.08.,,
690,검정색 이뻐서 구매했어요~~ 화이트색상도 구매할려구요,5,21.04.19.,,
691,좋아요~~ 다음에 화이트로 또 구매할게용,5,21.05.06.,,
692,친구 선물로 사줬는데 좋아해용 많이 얇아서 여름에 입기 시원할거 같아요,5,21.05.08.,,
693,"생각보다 작아서 놀랐고, 그래도 핏은 예뻐서 조아요! 그리고 생각보다 얇아서 놀랐습니다. 그래도 기본 티니까 휘뚜르마뚜르 잘 입을거 같아요",4,21.04.20.,,
694,사이즈도 잘맞고 좋아요,5,21.05.13.,,
695,여자XL 에요 ㅠㅠ 남자 XL 아닙니당.,5,21.04.26.,,
696,약간의 오염이 세군데있는데 귀찬하서 그냥 입어용,5,21.04.22.,,
697,이거 어깨 선 부분이 좀 이상해요,5,21.05.15.,,
698,"재질도 좋고 사이즈도 잘 맞는데 종이백 비용 받고 언더독 종이백을 줄 거라곤 생각도 못했네요..;;
써놨으면 추가비용 내고 구매하진 안았을거예요ㅠ 폴로 종이백이 필요했던곤대",4,21.04.02.,,
699,배송도 빠르고 편하고 좋아요!!,4,21.05.11.,,
700,155키에 잘 맞아요 ! 전 길이는 좀 더 짧았으면 하는 생각이 있는거 같아요 ! 품이나 다른 곳은 잘 맞는데 약간 비침이 있어요 ㅠㅠ 그리고 잘 늘어날거 같아서 그냥 늘어나면 또 구입하려구요,4,21.04.22.,,
701,마음에들어요마음에들어요마음에들어요 ㅎㅎㅎ,5,21.05.30.,,
702,넘예쁘네욤 또살래여,5,21.04.23.,,
703,165 으앙앙 생각보다 L이 크네요ㅠㅠ 여성분들 좀 말랐다 하시는분 M 구매하시길... 비침 쪼금 있는데 확실히 이뻐요ㅎㅎㅎ,4,21.04.04.,,
704,배송도 엄청 빨랐구요~~ 입어보니 깔끔하니 이뻐요. 근데 전 살이 쩌서 살짝 빼고 입어야 할 거 같엉ㅎㅎ,5,21.04.23.,,
705,살짝타이트함 배송빠름     보이즈는 거진 정품이라생각합니다,4,21.04.17.,,
706,"딱 핏되게 예뻐요 사이즈 고민했는데 
잘 맞아서 좋네요",5,21.04.14.,,
707,생각보다 사이즈가 안작아서 후회 해써욤 ㅠ s시켜도 됬을거 같은 ㅎ 그래도 재질도 좋고 착용감도 좋아요 ! 또 구매할 예정입니당,5,21.04.13.,,
708,완전 좋아요! 다음에 또 구매하겠습니다!,5,21.04.30.,,
709,배송도 재질도 모두 굿입니다,5,21.04.23.,,
710,아우 너무 만족스럽습니댱,5,21.05.10.,,
711,괜찮아요 배송도 빠르구 좋네요!!,5,21.04.16.,,
712,적당하고 예쁘네요 배송도 빨라요,3,21.04.30.,,
713,아주 좋습니다~ 싸게 잘 샀어요,5,21.05.01.,,
714,이 컬러는 왜 사이즈가 화이트보다 더 작게 나왔나요 ㅡㅡ??????,3,21.04.20.,,
715,옷감좋고 색도 좋네요 그레이랑 블랙 사이즈 재입고되면 구매할게요,5,21.04.20.,,
716,좋아요 커플로 무난합니다,5,21.05.07.,,
717,"생각보다 엄청 딱 맞아요
조금 남을 줄 알았는데
엄청 딱맞네요.",4,21.04.08.,,
718,"제일 기본 티 폴로~ 
잘샀어요",5,21.04.16.,,
719,배송도 빠르고 만족합니다,5,21.05.06.,,
720,면 소재가 좋네요 잘 입을게요,5,21.05.07.,,
721,심플하게 딱 좋아요 역시 폴로!,5,21.04.09.,,
722,입었을때 핏이 넘 예뻐요,5,21.04.12.,,
723,넘나 만족스런거 !!!!,5,21.05.10.,,
724,좋아요 만족합니다 ㅎㅎ,5,21.05.05.,,
725,사이즈도 딱 생각했던대로고 두께도 넘얇지않고 좋아요,5,21.04.09.,,
726,배송도 빠르고 면도 좋습니다.,5,21.05.04.,,
727,좋아요 만족합니다 ㅎㅎ,5,21.05.04.,,
728,선물했는데 좋아하네요,5,21.05.05.,,
729,저렴한가격에 잘 샀습니다~~ xl사이즈 폴햄95사이즈 티셔츠랑 치수 오차없이 똑같아요~ 참고,5,21.04.06.,,
730,배송빠르고 면도 좋습니다.,5,21.05.04.,,
731,배송 빠르고 면도 좋습니다.,5,21.05.04.,,
732,55인데 잘 맞아요~,5,21.05.11.,,
733,정품이라생각하겠지만..바느질과상표붙어있는걸보면아니라는생각도드네요..핏은많이오버핏이예요..생각보다소재는부드럽네요,3,21.04.15.,,
734,깔끔하고 잘 맞아요,5,21.05.07.,,
735,깔끔하고 잘 맞아요,5,21.05.07.,,
736,비교적 저렴한 가격에 구매했습니다. 배송도 빠르고 재질이나 디자인도 생각했던 대로네요. 감사합니다.,5,21.04.08.,,
737,배송도 빠르고 친구 생일선물로 샀는데 좋아하네요~,3,21.04.25.,,
738,"남자친구 선물 해 줬는데 너무너무 좋아하네요! 
기본이라 무난하게 잘 입을거 같아요 ~",5,21.04.17.,,
739,생각보다 배송 빠르고 입을만 합니다.,5,21.04.27.,,
740,배송도 빠르고 옷도 이뻐요,5,21.05.03.,,
741,배송도 빠르게 왓구요..이쁘네요~!,5,21.04.25.,,
742,선물로 보내줘썽요!! 좋아하더라구요,5,21.04.23.,,
743,좋아요 좋아요 좋아요,3,21.05.18.,,
744,가격좋고 포인트까지 풍부!! 잘입겠씁니다!,5,21.04.01.,,
745,배송도 빠르고 폴로 상자도 함께 구매해서 선물하기에 좋아요,5,21.04.17.,,
746,사이즈도 적당하구 편합니다,4,21.04.27.,,
747,사이즈도 적당하고 편합니다,4,21.04.27.,,
748,남자친구 선물로도 대만족,5,21.04.27.,,
749,배송도 빠르고 폴로 상자도 함께 구매해서 선물하기 좋아요,5,21.04.17.,,
750,싸게 잘 샀습니다 ㅎ,5,21.04.30.,,
751,좋아요좋아요좋아요좋아요,5,21.04.23.,,
752,옷 예쁘고 정품맞아요,5,21.04.27.,,
753,"커플티로 주문했습니다~~
아직 선물로 주진 못했지만
예뻐요!",5,21.04.17.,,
754,면이 아주 좋고 사이즈95 입으시는 분들한테는 아주 편하고 시원한 옷같아요!! 옷도 깔끔하고 가성비도 좋아요!!!,5,21.04.09.,,
755,"기본티라
항상즐겨입어요",5,21.04.28.,,
756,택배 온 봉투는 먼지구덩이라 만지기 싫었지만 안에 티는 맘에 듭니다,4,21.04.19.,,
757,빠른배송감사드립니다,5,21.04.22.,,
758,빠른배송감사드립니다,5,21.04.22.,,
759,그럭저럭 싼맛에 입습니다요,5,21.04.26.,,
760,옷 예쁘게 잘나온거같음,4,21.04.27.,,
761,55~66 L사이즈좋아요!,5,21.04.26.,,
762,배송 진짜 빠르네요!! 이쁘게 입겠습니당~~,4,21.04.15.,,
763,조으네요 이삐고요 배송도 굿,3,21.03.30.,,
764,배송이 빨랐어요 ㅎㅎ,5,21.04.24.,,
765,완전 가성비갑 지려요,5,21.04.21.,,
766,"44-44반 입고 어깨넓음, 허리 얇음의 양면성을 가진 체형인데 진짜 예쁘고 어깨선 딱맞아요. 그리고 라인 들어간 핏은아니지만 말라보입니다 ㅎㅎ 44에서 55사이 입으시는 분든 m사이즈사시면 딱 이쁘실듯해요!",5,21.03.31.,,
767,158 47 체격에 m 딱 예쁘게 맞아요 박시한 정도는 아니에요,5,21.04.12.,,
768,조으네요 배송도 빠르고요,3,21.03.30.,,
769,배송도 빠르고 질도 좋아요~,5,21.04.19.,,
770,예쁩니다 만족만족ㅎ,5,21.04.23.,,
771,"티가 좀 얇아여 
보이즈라 품이 여유롭지만 가성비 젛아요",5,21.03.27.,,
772,좋아요 ~ 많이들 구매하세요,5,21.04.15.,,
773,배송이 정말 빠르네요!!,5,21.04.20.,,
774,화이트랑 블랙 구매했어요~,5,21.04.20.,,
775,보이즈라 그런지 조금 작지만 괜찮아요~,3,21.03.28.,,
776,이뻐요 ㅎㅎㅎ 커플로 입을라고 샀어요,5,21.04.14.,,
777,아주 적당하게 잘 맞아요 예쁩니댜,5,21.04.17.,,
778,너무만족합니다.빠른배송,5,21.04.09.,,
779,완전 편하네요 ㅎㅎㅎ,5,21.04.21.,,
780,생각한만큼 예뻐요 ㅎㅎ 강추,5,21.04.15.,,
781,"보이즈라ㅠㅠ 사이즈가 좀 애매하네용
길이는 짧고 팔은 좀 크고..
그래도 이뻐요 잘입을게요",4,21.03.16.,,
782,옷 너무 예뻐요 다른색도 또사고싶어요,5,21.04.08.,,
783,일단 상담도 바로바로 해주시고 배송이 완전빨랏구요! 정품가격이 다른곳에 비해 저렴했구요! 182 키에 72kg 상체가 조금 짧은 몸인데 잘 맞네요!~,5,21.03.08.,,
784,"생각보다  면이 ,,,,,,,,",3,21.04.19.,,
785,아직 날이 덥지 않아 못입엇지만 옷은 이뻐요!,5,21.04.08.,,
786,배송도 빠르고 좋아요!!,5,21.03.24.,,
787,배송도 빠르고 가격도 저렴해서 좋아요,5,21.04.04.,,
788,아주 좋아요!!!!!!,5,21.04.17.,,
789,165/51 여성입니다 잘맞아여,5,21.03.25.,,
790,"꼼꼼히 검수 하셨는데 얼룩은 남아 있네요
문의란엔 사진을 올릴수 없어 여기에 올립니다
교환 귀찮아 그냥 입을건데 다음엔 더욱 꼼꼼히 체크하셔야겠네요",4,21.03.03.,,
791,배송이 빨라서 좋았어요! 핏도 딱 적당하고 길이도 너무 길지도 짧지도 않았어요~ 옷 재질도 만족스러워요!,5,21.03.17.,,
792,빠른 배송 감사합니다,5,21.04.04.,,
793,소재도 시원하고 여름에딱이에용~ 잘입을게요^^,5,21.04.01.,,
794,이쁘네요. 잘 입을께요~,5,21.04.01.,,
795,이쁘네요. 잘 입을께요~,5,21.04.01.,,
796,선물용으로 샀는데 아주 좋네유~,5,21.03.31.,,
797,"좋습니다.
감사합니다.
마음에 듭니다.",4,21.03.23.,,
798,생각보다 퀄리티 좋아요,5,21.03.31.,,
799,목이 좀 잘늘어나요..,4,21.04.05.,,
800,이쁘고 편한데 생각보다 얇아요,4,21.03.29.,,
801,배송 빠르고 사이즈도 잘 맞아요,5,21.03.23.,,
802,생각보다 옷감이 너무 얇아요,3,21.03.28.,,
803,생각보다 옷감이 너무 얇아요,3,21.03.28.,,
804,"얇고 생각보다 어깨가 작네요ㅜㅜ 
남자 100입으시는분 입을수잇다해서 삿는데
어깨가 작아요....",4,21.03.16.,,
805,"감사합니다
마음에듭니다.",4,21.03.24.,,
806,편하고 이쁜데 생각보다 얇네요,4,21.03.23.,,
807,배송도 빠르고 만족합니다,5,21.03.23.,,
808,너무 이빠요 깔끔하고 정핏에 딱 맞아서 날씨ㄴ해버야뇨,5,21.02.24.,,
809,아주 편하고 좋습니다!! 👍,5,21.03.15.,,
810,생각보다 좀더 핏됐어요,3,21.03.12.,,
811,"보이즈 라인 옷을 좋아해서, 좋은건 나눠 입으려고 친구 선물용으로 구입했습니다! 빠른 배송 감사합니다 :)",5,21.02.18.,,
812,이뿌긴한데 목이 금방 늘어날꺼 같아 조심스러워요,4,21.03.09.,,
813,배송도 빠르고 상품도 만족합니다,5,21.02.18.,,
814,폴로 성인은 핏이 너무 안맞아서 보이즈로 구매해봤는데 좋아요~ 남친도 좋아해요~,5,21.01.29.,,
815,여러가지로 마음에 들어요,5,21.03.05.,,
816,무난한 데일리 룩으로 최상이죠,5,21.03.06.,,
817,목이 좀 잘늘어나요...,4,21.04.05.,,
818,사이즈도 잘 맞고 자주 입을 듯합니다.,5,21.02.27.,,
819,폴로 라운드 반팔은 국룰이죠 ㅋㅋㅋ,5,21.03.06.,,
820,색깔별로 두개 질렀습니다 ㅎㅎ 완전 가성비갑!,5,21.02.22.,,
821,폴로 성인은 핏이 너무 안맞아서 보이즈로 구매해봤는데 좋아요~,5,21.01.29.,,
822,대박.너무 너무좋아용,5,21.02.23.,,
823,배송 완전 빨라용 굿굿,5,21.02.22.,,
824,155/43 m사이즈 잘 맞아요,5,21.02.21.,,
825,평소 라지 100~105 정도 입는 남자인데도 보이즈xl(95) 사이즈 잘 맞네요 반팔이라 살짝 타이트 하게 입는게 이뻐요,5,21.01.27.,,
826,가볍고 마음에 듭니다,5,21.02.08.,,
827,사이즈 아주 만족스러워요ㅜㅜ 옷도 이쁘네요,5,21.01.28.,,
828,너무편해요 기본으로입기좋습니다,5,21.01.23.,,
829,보이즈라 길이는 생각보단 짧지만 키가 작은편이라 만족합니다~ 담에 다른 색으로 또 구매하고싶어요!,4,20.12.08.,,
830,빠른배송 잘받았습니다 옷감이 탄탄해서 잘 입을수 있을거같아요,5,20.11.11.,,
831,두장 샀어요 완전 톡톡 탄탄해서 마음에 들어요,5,20.10.19.,,
832,"네이비 l사이즈 화이트 m 사이즈 구입했어요
L은 널널하고 m은 딱 베이직 핏",5,20.10.19.,,
833,"재질이 좋아요 
연휴때문에 배송은 늦었지만 만족해요",5,20.10.12.,,
834,싸게 잘 구매했어요 ^_^,5,20.10.14.,,
835,간지나네요  너무이뻐용,5,20.10.24.,,
836,깔끔하고 편해서 좋아요!,5,20.10.07.,,
837,배송도 빠르고 좋아요,5,20.10.15.,,
838,배송이 아주 빠릅니다!!,5,20.09.27.,,
